industry,heading,category1,category2,category3,category4,category5,default_sentence
小売 ,指標・目標に関する事項,多様性に関する目標,社内環境整備に関する目標,気候変動対策に関する目標,コーポレートガバナンスに関する目標,その他,"当社は、小売業としての社会的責任を自覚し、持続可能な事業運営を目指しております。これを実現するキーポイントは、サステナビリティの観点からの綿密な指標と目標の設定にあります。

多様性に関する目標においては、働きがいのある職場環境を実現するためにジェンダー平等を推進しています。具体的には、女性の管理職比率を現在の15%から2025年末までに30%に増やすことを目指しており、これを「Women in Retail Initiative」と名付けたプログラムにより支援しています。また、性別に限らず、国籍や社会的背景などの多様性も深く尊重し、多文化共生の推進を図っています。

社内環境整備に関する目標に関しては、従業員一人一人が健康で快適に働ける環境作りを心がけています。2024年までに全店舗とオフィスで健康経営優良法人認定を受けることを目標に、キャンペーン「Work Together, Health Together」を展開し、従業員の健康促進とメンタルヘルスケアに力を注いでいます。

気候変動対策に関する目標においては、当社は「Green Retail Challenge 2040」という野心的な計画のもと、2030年までにCO2排出量を50%削減し、2040年までに実質ゼロ達成を目標としています。具体的には、店舗のLED照明完全移行、省エネルギー型冷蔵システムへの転換、そしてサプライチェーン全体での低炭素物流の推進を行っています。さらに、再生可能エネルギーの自社利用比率を大幅に引き上げ、「NCM（Non CO2 Movement）」を通じて他小売業界への影響力を拡大して行きます。

コーポレートガバナンスに関する目標に関しては、透明性の高い経営を実現するため、ステークホルダーとのコミュニケーションを一層強化しています。「Trust and Responsibility Program」と名づけられたこの取り組みでは、年に2回のサステナビリティ報告を公開し、株主と顧客に対して成果と課題を明確に報告しています。さらに、取締役会の独立性を強化し、その一部として、外部の専門家による定期的なレビューを設けています。

その他には、地域社会への貢献でも目標を設定しています。2023年から地元の非営利団体と共同で食品ロス削減プロジェクト「Save to Serve」を開始し、廃棄予定だった商品を低価格で提供することで、地域社会の貧困緩和に寄与しつつ、環境に配慮する取り組みを強化しています。当社はまた、全国の店舗を通じて地元製造者の製品を積極的に取り揃え、それが「Local Connection Campaign」と呼ばれるイニシアティブの一環となっています。これにより、地域経済を促進し、サプライヤーとの強固なパートナーシップを築いています。

これらの具体的な指標と目標を設定することにより、当社は社会的課題への取り組みをビジネスの成長と並行して行い、そのプロセスを通じてステークホルダーからの信頼を獲得し、持続可能な将来への貢献を目指して参ります。"
運輸・物流 ,指標・目標に関する事項,多様性に関する目標,社内環境整備に関する目標,気候変動対策に関する目標,コーポレートガバナンスに関する目標,その他,"当社は、安全で持続可能な運輸・物流サービスの提供を通じて、社会的責任を果たし、持続可能な成長を目指しております。2025年までに物流輸送効率を15%向上させ、「エコロジックトランスポート」計画のもと、CO2排出係数を輸送キロメートルあたり0.5kgCO2以下に削減することを目標としています。また、再生可能エネルギーを供給エネルギーの30%に上昇させる「グリーンルート2030」というイニシアティブを策定し、実行に移しております。

多様性に関する目標においては、ジェンダー、年齢、国籍に関わらず多様な人材が活躍できる環境を整備するため、管理職における女性の割合を現在の12%から2025年までに25%へ引き上げ、男女問わず柔軟な働き方を可能にする「ワークライフバランスプログラム」を全社的に推進しています。さらに、社内国際交流プログラムを拡大し、海外拠点との人材交流も積極的に行うことで、グローバルな視野を持った人材育成を図ります。

社内環境整備に関する目標に関しては、次世代物流管理システムの導入を進め、2025年までに99%の配達ルートで最適化を図り、効率的な物流を実現することや、全従業員がストレスフリーで働ける環境を作るために、「サステナ・ワークプレイス」プロジェクトを2024年末までに完成させる計画です。このプロジェクトには、健康経営への取り組み強化や福利厚生プログラムの充実が含まれます。

気候変動対策に関する目標においては、「NCM（Non CO2 Movement）」戦略の下、2030年までにCO2排出量を50%削減し、2050年にはネットゼロを実現することを目指しております。このために、自社配送車の全面的な電気自動車（EV）化や、物流センターのエネルギー効率化、および太陽光発電設備の導入を加速させています。

コーポレートガバナンスに関する目標に関しては、適正な企業統治を実現するため、2023年より「ガバナンス・エクセレンス2025」プランを策定し、取締役会に外部取締役を半数以上配置するほか、全取締役の定期的なスキルアップと研修プログラムにより専門知識のアップデートを図ります。また、利害関係者からの意見を積極的に取り入れ、企業倫理と透明性の更なる向上を推進します。

その他には、デジタル技術の活用による配送トラッキングシステムの最適化、顧客の声に基づいたサービス改善、地域社会と連携した社会貢献活動を通じて、社会との共生や地域経済の発展に寄与することを目標に掲げております。具体的には、2025年までに顧客満足度を現行比5ポイント向上させる「サティスファクション・プラス」イニシアティブや、地域社会の若者向けに物流業界の魅力を伝えるインターンシッププログラムを年間100名規模で行う計画です。当社はこれらの目標をもとに、ステークホルダーの皆様との対話を重ね、運輸・物流業界の持続可能性と競争力の向上に貢献して参ります。"
不動産 ,指標・目標に関する事項,多様性に関する目標,社内環境整備に関する目標,気候変動対策に関する目標,コーポレートガバナンスに関する目標,その他,"当社は、サステナビリティを企業経営の中核に位置づけ、長期的な企業価値の向上と持続可能な社会の構築に貢献しています。実現のため、当社は2025年までに不動産物件の省エネ基準を「ECO+10スタンダード」として法定基準より10%以上優る性能を全ての新築物件にて達成する目標を掲げ、これにより、住宅および商業施設のエネルギー効率を計測し、エネルギー消費量の削減に向けて具体的な施策を実行しています。

多様性に関する目標においては、2028年までに女性の管理職比率を現在の12%から25%へと増加させる「ウィメンズプログレスイニシアティブ」を推進。このイニシアティブは、意識改革プログラムおよび女性リーダー育成プログラムを通じ、性別にとらわれないキャリア機会の拡大を図っています。また、育児休業後の復職率95%の実現も目標に定めており、柔軟な働き方の推進や研修サポート体制の充実に力を入れています。

社内環境整備に関する目標に関しては、従業員の健康と幸福を重視したオフィス環境の構築に注力。高品質な空気循环システムの整備と光と風通しを意識したオフィスデザインによって、従業員の生産性の向上を図るとともに、心理的な快適さを追求することで、ワークライフバランスの最適化を目指しています。

気候変動対策に関する目標においては、2030年までにCO2排出量を2020年比で50%削減し「NCM（Non Co2 Movement）」運動を推進しています。これを達成するべく、再生可能エネルギーへの移行、ビルの高断熱改修、エネルギーマネジメントシステムの導入など、脱炭素社会の実現に向けた様々な取り組みを行っており、この努力は投資家や顧客から高く評価されています。

コーポレートガバナンスに関する目標に関しては、全てのステークホルダーへの透明性の高い情報開示を行い、経営の健全性を保つことを最優先課題としています。取締役会の独立性を保障するため、独立社外取締役を3名から5名に拡大し、コンプライアンス体制の強化に努めています。リスク管理の強化を図り、不祥事の予防と迅速な問題解決に努める体制を整えることで、株主をはじめとするすべてのステークホルダーへの責任を果たします。

その他には、地域社会とも共生する企業として、地元企業とのパートナーシップを拡大し「グリーンコミュニティ・プロジェクト」を推進。このプロジェクトにより、地域固有の環境を守るための取り組みや社会貢献活動を展開し、地域経済の活性化にも貢献する計画です。また、2030年にはCSR活動の一環として、社員ボランティア実働時間を年間合計5000時間に達することを目指し、社会との接点を増やしながら社会全体へのポジティブな影響を目指しています。"
食品 ,指標・目標に関する事項,多様性に関する目標,社内環境整備に関する目標,気候変動対策に関する目標,コーポレートガバナンスに関する目標,その他,"当社は、食品産業のパイオニアとして、地球環境と社会の持続可能性に向けた具体的な取り組みを強化しています。2030年に向けた中長期計画「Sustainable Table 2030」を策定し、環境と健康への深い配慮を基軸としたビジネスを推進しております。本計画下での主要な指標と目標を以下に示します。

多様性に関する目標においては、当社は「Women's Leadership 2025」というプログラムを推進しており、女性の管理職率を現在の12%から2025年までに25%へ引き上げることを目指しています。これを実現するため、意識改革プログラムと並行して、女性リーダー育成のための研修制度やメンターシッププログラムを積極的に拡充してまいります。

社内環境整備に関する目標に関しては、「Green Office 2025」という取り組みを通じて、自社施設のエネルギー消費量を20%削減することを目標としています。これにより、節電・省エネルギー機器の導入やテレワークの促進など、働きやすく環境に優しいオフィス作りを行います。

気候変動対策に関する目標においては、「NCM (Non CO2 Movement)」と呼ばれる当社独自の取り組みを進めており、2025年までにCO2排出量を40%削減し、最終的に2030年までに100%削減することを目指しています。これを実現するために、再生可能エネルギーの導入拡大や食品生産プロセスにおける排出ガス低減技術の開発・導入を行います。

コーポレートガバナンスに関する目標に関しては、「Transparent Governance Initiative」と名付けられた戦略を進展させることで、経営の透明性と監督機能の強化を図ります。具体的には、独立社外取締役の比率を現在の30%から2025年までに50%へと増加させることを目標に掲げています。また、株主の声を経営に反映させるためのシステムを構築し、持続可能な経営をサポートします。

その他には、サステナブルな食品供給チェーンの確立を目指し、「Green Supply Chain Project」を進行中です。供給パートナーとの連携を強化し、原材料の20%をフェアトレードやオーガニック認証を受けたものにすること、そしてパッケージ材料を全て再生可能またはリサイクル可能なものに置換えることを2025年までの目標としています。これらの取り組みを通じて、持続可能性はもちろんのこと、消費者の健康と社会全体の福祉にも貢献する企業価値の創造を目指して参ります。"
エネルギー資源 ,指標・目標に関する事項,多様性に関する目標,社内環境整備に関する目標,気候変動対策に関する目標,コーポレートガバナンスに関する目標,その他,"当社は、エネルギー資源産業におけるサステナビリティと社会的責任を果たすために、持続可能な経営と成長を目指しております。こうした取り組みを進める中で、我々は「Sustainable Energy for All (SEFA) 2040戦略」を策定し、エネルギーの持続可能性を高める具体的な指標と目標を設定して参りました。

多様性に関する目標においては、女性や少数民族を含む全ての従業員が力を発揮できる環境を整備しています。これに基づき、女性の管理職比率を現在の15%から2025年までに25%に引き上げることを目標とし、「Women Empowerment Initiative（WEI）」を開始しております。さらに、ジェンダーバランスの改善だけではなく、文化的背景や性的指向に関わらず多様な人材が活躍できるプラットフォームを整備し、社内外からの評価を得られる企業を目指します。

社内環境整備に関する目標に関しては、省エネルギー設備の導入や廃棄物削減を積極的に推進しており、オフィスおよび施設全体における環境負荷の低減を図っています。具体的には、再生可能エネルギーの利用率を現在の30%から2040年には70%へと増やし、「Green Office Movement（GOM）」計画に基づき、当社オフィスのエネルギー自己完結率を80%まで高めます。これにより、省エネ環境を創出し業務の効率化とエネルギー消費の最適化を実現することを目指しています。

気候変動対策に関する目標においては、我々の業務が大気環境に及ぼす影響を最小限に抑えるため、CO2排出量削減を最優先課題として位置づけています。2023年度を基準として2030年までにCO2排出量を50%削減し、「NCM（Non CO2 Movement）」を推進することで、2050年までのカーボンニュートラルを目指します。また、再生可能エネルギーの開発および供給拡大にも注力し、循環型エネルギーシステムの構築を進めることで、環境負荷の小さいエネルギーの安定供給を目指します。

コーポレートガバナンスに関する目標に関しては、透明性の高い経営と倫理的なビジネスの実践を目指し、「Transparent Management & Ethical Business (TMEB)計画」を策定しました。当社取締役会には独立監査役を2名以上含むように構成し、不正行為防止策の徹底を行います。また、持続可能な企業価値の向上とリスクマネジメントの枠組みを強化するために、ステークホルダーとの対話を活性化し、意思決定プロセスにおける社会的責任の考慮を徹底していく所存です。

その他には、地域社会との共生を目指した社会貢献活動にも力を入れております。「Local Harmony & Development Program（LHDP）」を通じて、エネルギー資源の開発地域において社会インフラの整備や教育プログラムの提供に貢献し、当社と地域社会との相互発展を促しています。また、地域の環境保全活動への参画、自然資源の保護にも努め、持続可能な社会の発展に責任を持って取り組んで参ります。"
機械 ,指標・目標に関する事項,多様性に関する目標,社内環境整備に関する目標,気候変動対策に関する目標,コーポレートガバナンスに関する目標,その他,"当社は、サステナビリティを経営戦略の中核に位置づけ、持続可能な社会の実現を目指しています。私たちXXX社は、精密機械製造業としての社会的責任を自覚し、環境保全、多様性の尊重、社内の良好な労働環境の確保、そして堅牢なガバナンス構造の構築を追求しています。
多様性に関する目標においては、女性の管理職率を2025年までに30%まで増加させることを目標としています。これを達成するために、キャリア形成支援プログラム「Women In Leadership」を導入し、女性社員のスキルアップとリーダーシップ育成に注力しています。加えて、育児休暇からの復帰支援システムやフレキシブルな勤務制度を強化し、ワークライフバランスを重視した環境を提供しています。
社内環境整備に関する目標に関しては、障がい者と高齢者の雇用促進に向けて、2025年までに障がい者雇用率を法定雇用率2.5%以上に、また高齢者雇用率を10%以上に拡大することを目指しています。障がい者に対しては特別支援プログラムを設け、高齢者には定年後も能力に応じた職場配置を行っています。
気候変動対策に関する目標においては、2030年までにCO2排出量を現在の50%に削減するという野心的な「HALF-C02 Initiative」を進行中です。また、2050年までには温暖化ガスの排出量を実質ゼロにする「Zero Emission 2050」戦略を策定し、再生可能エネルギーの使用拡大、エネルギー効率の高い生産プロセスへの切り替え、サプライチェーン全体での環境管理強化に努めています。
コーポレートガバナンスに関する目標に関しては、経営の透明性向上と利益相反の防止を目的とした独立役員の比率を現在の1/3から2025年までに半数以上へと増やし、国際的なガバナンス基準を遵守する体制を構築します。リスク管理体制を強化するためのコンプライアンスプログラム「Trust & Integrity Framework」を導入して全社員に浸透させ、倫理的な意思決定を促進しています。
その他には、地域社会との連携を重視し、地域経済への貢献と技術革新を目指しています。地域の小中高校と連携した教育プログラム「Machining Futures」を推進し、工学教育への興味を促進しています。さらに、地域の産業振興を見据え、地元企業との協業によるイノベーション創出プロジェクト「Local Tech-Revolution」にも力を入れているところです。"
医薬品 ,指標・目標に関する事項,多様性に関する目標,社内環境整備に関する目標,気候変動対策に関する目標,コーポレートガバナンスに関する目標,その他,"当社は、サステナビリティの推進を経済活動の必須要件と位置づけ、地球規模での課題解決に努めて参ります。明確な目標設定と強固な戦略のもと、2025年までにエネルギー効率を30%向上させる「GreenPharma Initiative 2025」を開始しました。また、環境意識の高いパートナー企業とのコラボレーションを通じて、サプライチェーン全体のカーボンフットプリントを20%削減するという厳格な指標を掲げています。

多様性に関する目標においては、世界中の才能と創造性を結集し、イノベーションを促進させるため、女性の管理職率を現在の15%から2025年までに30%へと倍増させる「Women’s Leadership Advance Program」を導入しました。このプログラムを通じて、優秀な女性リーダーが当社の重要な意志決定過程において中心的な役割を果たすことを期待しております。

社内環境整備に関する目標に関しては、全従業員が心身ともに健やかでいられるように、「Healthy Workplaces Project」を2023年に始動しました。この取り組みは、安全で快適な職場環境の提供だけでなく、メンタルヘルス支援プログラムやフィットネス施設の整備を含んでおります。2028年までに従業員の健康関連指標の全体的な改善を25%達成することを目指しています。

気候変動対策に関する目標においては、温室効果ガス排出量の削減においてリーダーシップを発揮しており、2030年までにCO2排出量を100%削減する「NCM（Non CO2 Movement）」戦略を展開中です。この取り組みは、再生可能エネルギーの積極的な導入や、研究施設の省エネ化など多角的なアプローチで達成を目指します。

コーポレートガバナンスに関する目標に関しては、企業の持続可能な成長と利害関係者への責任を果たすために、透明性と説明責任を高める「Transparent Governance 2023」プログラムを立ち上げました。この一環として、外部からの独立した監査人を2024年までに現在の倍の人数に増やし、取締役会の構成をグローバルな視点で多様化することを目標としています。

その他には、先進的な医薬品の開発と普及に関連して、地域社会に対する投資として「Access to Medicine Program」を2022年に開始したことを特筆し、低所得国での必要不可欠な医薬品のアクセス拡充に努めています。2025年までには、20カ国以上において基本的な医薬品を格安あるいは無償で提供する体制を整えることを目標としています。これらの目標達成に向けて、我々は全社員が一丸となって取り組んで参ります。"
鉄鋼・非鉄 ,指標・目標に関する事項,多様性に関する目標,社内環境整備に関する目標,気候変動対策に関する目標,コーポレートガバナンスに関する目標,その他,"当社は、持続可能な成長と社会的責任を果たす企業として、総合的なサステナビリティ戦略「SSP2035 (Sustainable Steel Partnership 2035)」を掲げております。本戦略の下、我々は環境保護、社会的公正、経営の透明性を核とする施策を展開し、それらを具体的な指標と目標に落とし込んで取り組んでいます。

多様性に関する目標においては、女性やマイノリティの管理職進出を促進しています。特に女性管理職比率に関しては、現在15%から2025年までに25%への拡大を目指し、「Women in Steel Leadership Initiative」を進行中です。この施策により、業界内での女性のリーダーシップとキャリア機会の促進を目論んでおります。加えて、異なる文化や背景を持つ社員の採用を増やすことで、新たな視点とイノベーションの種をもたらす真の多様性を追求しています。

社内環境整備に関する目標に関しては、職場環境の健康と安全を最優先事項と位置付け、怪我や事故の発生を根絶する「Zero Harm Policy」を推進しています。これには労働安全基準の厳格化や、現場の仕事環境を改善するための新たな技術導入が含まれます。また、リモートワークやフレキシブルな労働シフトの導入を通じて、従業員が仕事と私生活のバランスを取りやすい環境作りに努めています。

気候変動対策に関する目標においては、温室効果ガス排出量の大幅な削減にコミットしており、2030年までにCO2排出量を現水準の50%削減、2040年までには「Net-Zero Steel Initiative」というアジェンダのもと100%削減を目指しております。これを達成するために、エネルギー効率の高い製造技術への移行や、再生可能エネルギーの活用拡大、さらには革新的な「GreenMelt Technology」を通じた製鉄プロセスの変革を進めています。

コーポレートガバナンスに関する目標に関しては、経営透明性の向上と利害関係者との信頼関係構築を目指しています。我々はステークホルダーへの定期的な報告とフィードバックの取り込みを実施し、2022年より「Transparent Governance Framework 2025」と呼ばれるガイドラインに従って企業運営を行っております。具体的な取り組みとしては、独立した監査委員会の強化、経営層と従業員の間のコミュニケーション促進、利害関係者との持続可能な関係のためのポリシーの策定があります。

その他には、地域社会との協働を強化し、CSR（企業の社会的責任）活動を積極的に行うことで、企業価値の向上を図っています。それには、地域経済の発展支援を目指した「Local Economy Boost Plan」や、教育支援プログラム「Steel for Education」などが含まれます。これらの社会貢献活動を通じ、企業市民としての当社の姿勢を明確にし、より良い社会の実現に貢献して参ります。

以上の取り組みをもって、当社は持続可能な発展と社会に向けた責任を果たしていく所存です。"
電力・ガス ,指標・目標に関する事項,多様性に関する目標,社内環境整備に関する目標,気候変動対策に関する目標,コーポレートガバナンスに関する目標,その他,"当社は、エネルギー産業としての社会的責任と持続可能性に対する強いコミットメントを持ち、2035年までに再生可能エネルギー源からの電力供給比率を80%にし、2050年までには温室効果ガスネットゼロを達成することを目標に掲げています。この目標達成に向けて、「Green Horizon Initiative」と称する総合プランを推進しており、太陽光、風力、地熱といったクリーンエネルギーに対する投資を加速し、2030年までに投資額を現在の2倍の500億円へと増額する計画です。

多様性に関する目標においては、女性や少数派グループの積極採用と管理職への育成に注力し、2025年までに女性の管理職率を現在の15%から25%へと拡大する目標を設定しています。この取り組みの一環として、女性リーダーシップ開発プログラム「LEAD Women's Network」を立ち上げ、社内外のネットワーキング機会を提供し、女性社員の能力向上とキャリアアップを実現していきます。

社内環境整備に関する目標に関しては、すべての業務での無駄なエネルギー消費を削減し、オフィス環境の改善による従業員の健康促進と生産性向上を図ることを目標にしています。具体的には、2023年中に社内の全照明をLEDに切り替えるとともに、エネルギー消費量をリアルタイムでモニタリングする「Smart Energy System」を導入し、2025年までに従来比で20%のエネルギー効率化を達成します。

気候変動対策に関する目標においては、当社の事業活動全体の炭素足跡を測定し、温室効果ガス排出量の削減に向けた戦略「NCM（Non CO2 Movement）」を立ち上げています。2020年度を基準としてCO2排出量を25%削減することを2025年の中間目標とし、その後のステップとして、2030年までには50%削減を目途としています。これには、石炭火力発電の段階的な撤退と再生可能エネルギーへの移行、高効率ガスタービンの導入、エネルギー再使用技術への投資などが含まれます。

コーポレートガバナンスに関する目標に関しては、経営の透明性を高め、ステークホルダーとの関係強化を目指し、取締役会の独立性を高めるために独立社外取締役の割合を50%以上にするとともに、年2回のステークホルダー向け説明会を実施し、財務はもちろん、環境や社会貢献活動に関する情報の開示を拡充していきます。2023年度より始まった「Corporate Transparency Program」を通じて、リスク管理体制を強化し、コンプライアンス体制のさらなる充実を図っていきます。

その他には、地域社会との連携を深めるため、「地域エネルギー共創プロジェクト」を推進し、地元自治体や企業、市民と共に地域のエネルギーセキュリティの向上と経済循環の活性化を目指します。これにより、地域産業を支えるエネルギーの安定供給と、新たなビジネスチャンスの創出を図り、サステナビリティと地域経済の両立を実現していきます。また、社員一人ひとりが環境に配慮した意識を持てるよう、2023年から始まった環境教育プログラム「Eco Mindset」では、節電やリサイクル、緑化活動を含む多岐にわたる取り組みを教育し、企業文化の一部として根付かせていきます。"
素材・化学 ,人的資本の目標及び具体的な取り組み状況,多様性の推進,働きやすい社内環境整備,組織文化の変革,社員エンゲージメントの向上,その他,"当社は、人的資本の発展を通じたサステナビリティ戦略の核として「Human Capital Revolution 2030 (HCR2030)」を掲げています。この戦略の下、当社は従業員の多様性を深化させること、職場環境を改善し働きやすさを向上させること、組織文化を柔軟でイノベーティブなものへと変革すること、従業員のエンゲージメントを高めることを目指しています。また、これらの取り組みにより、当社の事業である素材・化学分野における競争力強化を図っています。

多様性の推進においては、女性や外国籍を含む幅広いバックグラウンドを持つ人材の積極採用を進めております。2022年度末までに女性の管理職率を15%から20%に引き上げましたが、2025年までには30%達成を目標としています。また、全従業員に「Diversity & Inclusion Training Program」を義務づけ、差別や偏見なく全員が同じスタートラインに立てる環境を構築しています。

働きやすい社内環境整備に関しては、テレワーク制度の完備と並行して、2022年に「Smart Office 2025」プロジェクトを立ち上げました。このプロジェクトでは、総合的な社内のフレキシビリティを高めるため、デジタルツールの充実やシェアードデスク制を導入し、従業員にとって最適なワークスタイルの提供を目指しています。

組織文化の変革においては、「Change for Innovation」イニシアティブを展開し、創造的思考とリスクテイキングを推奨しています。経営層からの明確なビジョンの共有と共に、各部署でのクロストレーニングプログラムを実施しており、これにより異なる専門分野間での知的交流が促進されています。

社員エンゲージメントの向上に関しては、「EngageXプログラム」を通じて従業員の声を経営層に届ける仕組みを確立しました。クォーターごとに実施する従業員満足度調査を基に、直接的なフィードバックが従業員参画型のイノベーション創出に反映されることで、エンゲージメントスコアは過去５年で平均8ポイントの向上を見せています。

その他には、2023年度から「Sustainable Chemistry 2040」プロジェクトを立ち上げ、「NCM（Non CO2 Movement）」を推し進めております。このプロジェクトでは、2030年までに自社事業からのCO2排出量を50%削減し、2040年までには100%削減を達成することを目標にしています。これに伴うプロセスの再設計や、再生可能エネルギーへの全面移行を促進し、化学業界における環境リーダーとしての立場を強化してまいります。当社のこれらの取り組みは、従業員が誇りを持って長期的なキャリアを築くための基盤であると確信しており、更なる目標達成に向けて邁進してまいります。"
電機・精密 ,人的資本の目標及び具体的な取り組み状況,多様性の推進,働きやすい社内環境整備,組織文化の変革,社員エンゲージメントの向上,その他,"当社は、人的資本を最も重要な経営資源と捉え、持続可能な成長と価値創出のために、社員の多様性と能力の高度化を進めています。具体的には、女性の管理職率を現行の15%から2025年までに20%に引き上げる「女性活躍加速プログラム」や、技術・研究職におけるグローバル人材の採用拡大を図り、外国籍社員比率を10%にまで増やすことによりイノベーションの源泉となる多様性を確保し、電機・精密業界の競争力強化を目指しています。また、「Human Capital Up-skilling Initiative」では、年間300時間以上の研修プログラムを設け、ソフトスキルからテクノロジーに関する最新知識までを網羅し、社員一人ひとりのスキルセットとキャリアパスを充実させています。

多様性の推進においては、障がい者、高齢者、非正規社員に対しても平等な機会を提供し、個々の能力や独特の視点を活かした貢献を奨励しています。障がい者雇用率は法定率2.3％を超える3.5％を維持し、2024年度には4％を目指す「Diversity for Value」計画を進行中です。実践的な職業訓練と職場でのサポート体制を強化し、一人ひとりがその能力を存分に発揮できる環境をつくりあげ、電機・精密業界における社会的責任とリーダーシップを発揮しています。

働きやすい社内環境整備に関しては、「SMART Workstyle」プログラムを導入し、フレックスタイム制度の充実やリモートワークの推進を行い、育児や介護などの私的な事情に応じた勤務体系の選択肢を増やしました。また、全社員がメンタルヘルスケアプログラムにアクセスできるよう保健体制を強化し、年間休日日数を120日以上確保、残業時間の月平均を20時間以下に抑制することに成功しており、生産性の向上と社員の健康を両立させるための投資を継続しています。

組織文化の変革においては、「OPEN Challenge」イニシアチブにより、従来の上意下達型からアイディアを自由に提案しやすい水平組織への転換を図っています。社員一人ひとりが持つアイデアや意見が尊重され、新しい事業やプロダクト開発の源泉となると確信しており、創造的で革新的な企業文化を育んでいます。

社員エンゲージメントの向上に関しては、「Employee Voice」サーベイを年2回実施し、その結果をもとに職場環境や人事制度の改善策を定め、実行しています。2022年のサーベイでは、「エンゲージメントスコア」が業界平均を5ポイント上回る85％を達成しました。また、社員が自らのキャリアを主体的に形成できるよう「Career Navigation」プログラムを用意し、社員が自己実現を通じて企業価値に貢献できるプラットフォームを整えています。

その他には、社員の健康と環境配慮を両立させる取り組みとして、「Green＆Health」プロジェクトを展開し、オフィスの省エネや廃棄物削減を推進するとともに、2030年までにCO2排出量を実質ゼロにする「NCM（Non Co2 Movement）」を開始しました。達成に向けてのロードマップは公開しており、供給チェーン全体にわたって持続可能なビジネスモデルの構築を目指しています。これらの活動は、社員の意識を高め、企業としてのESG（環境・社会・ガバナンス）への取り組みを推進する基盤となるでしょう。"
金融（除く銀行） ,人的資本の目標及び具体的な取り組み状況,多様性の推進,働きやすい社内環境整備,組織文化の変革,社員エンゲージメントの向上,その他,"当社は、人的資本の充実とその持続可能な発展に資するため、「Human Capital Vision 2025」という中長期戦略を策定しました。これは、従業員の成長と企業価値向上を目的としており、年齢、性別、国籍、障がい有無など個々の多様性を尊重し、それを経営資源として活かす環境を整備しています。当社の2022年度実績では、女性の管理職率を前年比3％増の23%へと引き上げました。これは「女性活躍推進プラン・フェーズII」という取り組みの一環で、職場における男女のリーダーシップ均等を目指し、2025年までに30%への達成を目標にしています。

多様性の推進においては、各国籍の従業員に対するインクルージョンプログラム「Global Harmony Initiative」を実施しています。海外市場への展開を進める我々にとって、クロスカルチャーへの理解と適応は非常に重要です。2022年には、国内外のオフィスにおいて、文化交流イベントを20回以上開催することで、参加者は前年比12％増の多様な背景をもつ従業員がお互いの文化を知り、かけがえのない経験を積む機会としました。

働きやすい社内環境整備に関しては、「Smart Work System」というテレワークとフレキシブルな労働時間を可能とするシステムを導入し、従業員のワークライフバランスの改善を実現しました。その結果、従業員の満足度調査では「仕事と私生活のバランスが取れている」と答えた割合が80％に上昇し、2022年の離職率は前年比で2.5％減少しました。

組織文化の変革においては、「Innovation Culture Program」を立ち上げ、従業員が自らのアイデアを積極的に提案できる風土作りを行っています。プログラムには年間300件以上の提案が寄せられ、そのうち5件の事業化が実現しました。この開放的な環境は、社内のクリエイティビティを刺激し、同時にお客様へのサービス改善にもつながっています。

社員エンゲージメントの向上に関しては、「Team Engage 2025」という社員一人ひとりの所属感と積極性を育むプログラムを導入しました。定期的なワークショップやフィードバックセッションを通じ、各チームが目標達成プランを明確にし、そこにコミットする文化を強化しています。従業員全員が会社のビジョンに共感し、それを実現するための行動に移すことで、社員一人ひとりの成果への貢献度が開示されます。

その他には、環境への取り組みとして「ECO Value 2030」計画を推進しており、総合金融サービス企業として地球環境への影響を最低限に抑えるよう、オフィスおよび取引先のCO2排出量の削減を設定しています。2022年には前年比7%の削減を達成し、2030年までに50%の削減を目指しております。また、持続可能な投融資という観点から「Green Investment Initiative」を開始し、エネルギー効率が高いプロジェクトへの投資を倍増させました。これらの取り組みは企業としての責任を果たすとともに、社会に貢献する姿勢を示しています。"
